sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
"Respondents who rated current business conditions as ""bad"" increased to 30.4% from 28.1% in June."	"""Those rating present business conditions as 'bad' increased to 30.4 per cent from 28.1 per cent,"" the report said."	[2, 4, 5, 6, 7, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 6, 7, 6, 6, 6, 6, 6, 7, 7, 7]	[6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 7, 7, 7]	"['Respondents', 'who', 'rated', 'current', 'business', 'conditions', 'as', '``', 'bad', ""''"", 'increased', 'to', '30.4', '%', 'from', '28.1', '%', 'in', 'June', '.']"	"['``', 'Those', 'rating', 'present', 'business', 'conditions', 'as', ""'bad"", ""'"", 'increased', 'to', '30.4', 'per', 'cent', 'from', '28.1', 'per', 'cent', ',', ""''"", 'the', 'report', 'said', '.\n']"	c51317c266924c809e44f4e65e1826e8
Happy Family has ex-Night Court star Larroquette and Christine Baranski as a couple whose children move back home after college.	Happy Family has ex-Night Court star Larroquette and Christine Baranski as a couple with grown children who won't leave their lives.	[4, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 4, 4, 4, 4, 4, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 7, 4, 4, 4, 4, 4, 4, 4, 0]	['Happy', 'Family', 'has', 'ex-Night', 'Court', 'star', 'Larroquette', 'and', 'Christine', 'Baranski', 'as', 'a', 'couple', 'whose', 'children', 'move', 'back', 'home', 'after', 'college', '.']	"['Happy', 'Family', 'has', 'ex-Night', 'Court', 'star', 'Larroquette', 'and', 'Christine', 'Baranski', 'as', 'a', 'couple', 'with', 'grown', 'children', 'who', 'wo', ""n't"", 'leave', 'their', 'lives', '.\n']"	eafc94efc76044b1892e9d01ab1167a2
Others with such a status are Egypt, Israel, and Australia.	Nations like Israel and Australia already have such status.	[5, 7, 0, 0, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 0, 0, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['Others', 'with', 'such', 'a', 'status', 'are', 'Egypt', ',', 'Israel', ',', 'and', 'Australia', '.']	['Nations', 'like', 'Israel', 'and', 'Australia', 'already', 'have', 'such', 'status', '.\n']	07728709836c481ea47c67435cdd117b
"""We are very pleased that the court dismissed the vast majority of the plaintiff's claims,"" Coke spokeswoman Sonya Soutus said."	"""We are very pleased that the court dismissed the vast majority of the plaintiff's claims,"" said Coke spokesman Ben Deutsch."	[6, 7, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6]	"['``', 'We', 'are', 'very', 'pleased', 'that', 'the', 'court', 'dismissed', 'the', 'vast', 'majority', 'of', 'the', 'plaintiff', ""'s"", 'claims', ',', ""''"", 'Coke', 'spokeswoman', 'Sonya', 'Soutus', 'said', '.']"	"['``', 'We', 'are', 'very', 'pleased', 'that', 'the', 'court', 'dismissed', 'the', 'vast', 'majority', 'of', 'the', 'plaintiff', ""'s"", 'claims', ',', ""''"", 'said', 'Coke', 'spokesman', 'Ben', 'Deutsch', '.\n']"	567399260cf84544a147147977cdf8f6
The AFL-CIO is waiting until October to decide if it will endorse a candidate.	The AFL-CIO announced Wednesday that it will decide in October whether to endorse a candidate before the primaries.	[2, 4, 6, 7, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 4, 4, 2, 0, 0, 7, 7, 7, 7]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 0, 0, 0, 0, 7, 7, 7, 0]	['The', 'AFL-CIO', 'is', 'waiting', 'until', 'October', 'to', 'decide', 'if', 'it', 'will', 'endorse', 'a', 'candidate', '.']	['The', 'AFL-CIO', 'announced', 'Wednesday', 'that', 'it', 'will', 'decide', 'in', 'October', 'whether', 'to', 'endorse', 'a', 'candidate', 'before', 'the', 'primaries', '.\n']	a2134bc8d65c41b98113a74583e5d351
The service is deploying Cisco's BTS 10200 Softswitch cable modem termination system and MGXR 8850 voice gateway products.	This solution includes the BTS 10200 soft switch, uBR7246VXR cable modem termination system and MGX 8850 voice gateway products.	[2, 3, 5, 6, 7, 0, 0]	[2, 2, 2, 2, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7]	[2, 2, 2, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7]	"['The', 'service', 'is', 'deploying', 'Cisco', ""'s"", 'BTS', '10200', 'Softswitch', 'cable', 'modem', 'termination', 'system', 'and', 'MGXR', '8850', 'voice', 'gateway', 'products', '.']"	['This', 'solution', 'includes', 'the', 'BTS', '10200', 'soft', 'switch', ',', 'uBR7246VXR', 'cable', 'modem', 'termination', 'system', 'and', 'MGX', '8850', 'voice', 'gateway', 'products', '.\n']	5fbc49daa9c44fe8bedae61d68344268
"Referring to a battle against a Muslim warlord in Somalia, Boykin told another audience, ""I knew my God was bigger than his."	"Referring to a Muslim fighter in Somalia, Boykin said that ""my God was bigger than his."	[2, 5, 6, 7, 0, 0, 0]	[0, 0, 7, 7, 7, 0, 0, 2, 0, 0, 0, 0, 2, 7, 7, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Referring', 'to', 'a', 'battle', 'against', 'a', 'Muslim', 'warlord', 'in', 'Somalia', ',', 'Boykin', 'told', 'another', 'audience', ',', '``', 'I', 'knew', 'my', 'God', 'was', 'bigger', 'than', 'his', '.']	['Referring', 'to', 'a', 'Muslim', 'fighter', 'in', 'Somalia', ',', 'Boykin', 'said', 'that', '``', 'my', 'God', 'was', 'bigger', 'than', 'his', '.\n']	f9c4b237c0d74f8696cb5d9fef0a1beb
Thomas and Tauzin say, as do many doctors, that the Bush administration has the power to correct some of those flaws.	Like many doctors, Mr. Thomas and Mr. Tauzin say the Bush administration has the power to correct some of those flaws.	[2, 5, 6, 7, 0, 0, 0]	[5, 6, 5, 6, 7, 7, 7, 7, 7, 7, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[7, 7, 7, 7, 5, 5, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['Thomas', 'and', 'Tauzin', 'say', ',', 'as', 'do', 'many', 'doctors', ',', 'that', 'the', 'Bush', 'administration', 'has', 'the', 'power', 'to', 'correct', 'some', 'of', 'those', 'flaws', '.']	['Like', 'many', 'doctors', ',', 'Mr.', 'Thomas', 'and', 'Mr.', 'Tauzin', 'say', 'the', 'Bush', 'administration', 'has', 'the', 'power', 'to', 'correct', 'some', 'of', 'those', 'flaws', '.\n']	ad3dc6b056f24fdc8c94a46f382ffa43
The only other person who had not been accounted for Sunday was a man from Fort Worth, Texas.	Another person, a man from Fort Worth, Texas, also was missing.	[2, 3, 5, 6, 7, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7]	['The', 'only', 'other', 'person', 'who', 'had', 'not', 'been', 'accounted', 'for', 'Sunday', 'was', 'a', 'man', 'from', 'Fort', 'Worth', ',', 'Texas', '.']	['Another', 'person', ',', 'a', 'man', 'from', 'Fort', 'Worth', ',', 'Texas', ',', 'also', 'was', 'missing', '.\n']	afb14e1273904cfc816f1bb15094b68f
Through Thursday, Oracle said 34.75 million PeopleSoft shares had been tendered.	Some 34.7 million shares have been tendered, Oracle said in a statement.	[1, 2, 6, 7, 0, 0, 0]	[7, 7, 7, 0, 0, 7, 7, 7, 7, 7, 7, 7, 0]	[2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Through', 'Thursday', ',', 'Oracle', 'said', '34.75', 'million', 'PeopleSoft', 'shares', 'had', 'been', 'tendered', '.']	['Some', '34.7', 'million', 'shares', 'have', 'been', 'tendered', ',', 'Oracle', 'said', 'in', 'a', 'statement', '.\n']	b98e6bb9370a4914a17c0a945ced758c
In a statement later, he said it appeared his side had fallen a bit short.	"Zilkha conceded in a statement issued Tuesday that his group may have fallen ""a bit short."""	[1, 2, 5, 6, 7, 0, 0]	[7, 7, 7, 6, 7, 5, 7, 7, 7, 7, 5, 5, 5, 6, 6, 6, 7]	[5, 7, 7, 7, 7, 7, 6, 5, 7, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6]	['In', 'a', 'statement', 'later', ',', 'he', 'said', 'it', 'appeared', 'his', 'side', 'had', 'fallen', 'a', 'bit', 'short', '.']	"['Zilkha', 'conceded', 'in', 'a', 'statement', 'issued', 'Tuesday', 'that', 'his', 'group', 'may', 'have', 'fallen', '``', 'a', 'bit', 'short', '.', ""''\n""]"	2e77c8aed71a4b74b5f68776a2973a8b
The ambassador said it was up to the Americans to press the Iraqis to make the invitation, which he said the United States appears unwilling to do.	The ambassador said it was up to the Americans to press the Iraqi council to make the invitation - a move he said the United States appears unwilling to make.	[2, 5, 6, 0, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['The', 'ambassador', 'said', 'it', 'was', 'up', 'to', 'the', 'Americans', 'to', 'press', 'the', 'Iraqis', 'to', 'make', 'the', 'invitation', ',', 'which', 'he', 'said', 'the', 'United', 'States', 'appears', 'unwilling', 'to', 'do', '.']	['The', 'ambassador', 'said', 'it', 'was', 'up', 'to', 'the', 'Americans', 'to', 'press', 'the', 'Iraqi', 'council', 'to', 'make', 'the', 'invitation', '-', 'a', 'move', 'he', 'said', 'the', 'United', 'States', 'appears', 'unwilling', 'to', 'make', '.\n']	3f817ddf7bc94158970903955109d3dc
Sources who knew of the bidding said last week that cable TV company Comcast Corp. was also looking at VUE.	Late last week, sources told Reuters cable TV company Comcast Corp. CMCSA.O also was looking at buying VUE assets.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7]	[7, 7, 7, 7, 0, 2, 7, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 2, 2, 0]	['Sources', 'who', 'knew', 'of', 'the', 'bidding', 'said', 'last', 'week', 'that', 'cable', 'TV', 'company', 'Comcast', 'Corp.', 'was', 'also', 'looking', 'at', 'VUE', '.']	['Late', 'last', 'week', ',', 'sources', 'told', 'Reuters', 'cable', 'TV', 'company', 'Comcast', 'Corp.', 'CMCSA.O', 'also', 'was', 'looking', 'at', 'buying', 'VUE', 'assets', '.\n']	04939f9071d04956bae38ba1cc394d7c
Some state lawmakers say they remain hopeful Bush will sign it, though they acknowledge pressure on the governor to do otherwise.	Some state legislators behind the bill say they remain hopeful Bush will sign the legislation, though they acknowledge pressure is building on the governor to do otherwise.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0]	['Some', 'state', 'lawmakers', 'say', 'they', 'remain', 'hopeful', 'Bush', 'will', 'sign', 'it', ',', 'though', 'they', 'acknowledge', 'pressure', 'on', 'the', 'governor', 'to', 'do', 'otherwise', '.']	['Some', 'state', 'legislators', 'behind', 'the', 'bill', 'say', 'they', 'remain', 'hopeful', 'Bush', 'will', 'sign', 'the', 'legislation', ',', 'though', 'they', 'acknowledge', 'pressure', 'is', 'building', 'on', 'the', 'governor', 'to', 'do', 'otherwise', '.\n']	3d0dbff5268d4a5291a9cde1f170af31
Earlier this year, the company announced a restatement of its 2002, 2001 and 2000 financial results.	Earlier this year, the company said it would restate its 2000, 2001 and 2002 financial results.	[1, 2, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 2, 0, 1, 0, 6, 7, 7, 7, 7, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 2, 0, 0, 1, 6, 6, 7, 7, 7, 7, 6, 6, 6]	['Earlier', 'this', 'year', ',', 'the', 'company', 'announced', 'a', 'restatement', 'of', 'its', '2002', ',', '2001', 'and', '2000', 'financial', 'results', '.']	['Earlier', 'this', 'year', ',', 'the', 'company', 'said', 'it', 'would', 'restate', 'its', '2000', ',', '2001', 'and', '2002', 'financial', 'results', '.\n']	678ad4828e80431695ef2cc06209e525
Since then, police divers have searched nearby parts of Long Island Sound looking for the remaining three.	Since then, police divers have searched those waters looking for the remaining three.	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 6, 6]	['Since', 'then', ',', 'police', 'divers', 'have', 'searched', 'nearby', 'parts', 'of', 'Long', 'Island', 'Sound', 'looking', 'for', 'the', 'remaining', 'three', '.']	['Since', 'then', ',', 'police', 'divers', 'have', 'searched', 'those', 'waters', 'looking', 'for', 'the', 'remaining', 'three', '.\n']	e3ecbbef1eb14ba6a6a2c28300862a20
But the Russell 2000 index, the barometer of smaller company stocks, had a weekly gain of 3.71, or 0.9 percent, closing at 418.40.	But the Russell 2000, the barometer of stocks of smaller companies, had a weekly gain of 3.71, or 0.9 percent, closing at 418.40.	[2, 3, 6, 0, 0, 0, 0]	[6, 6, 2, 2, 2, 6, 6, 6, 6, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 2, 2, 6, 6, 6, 6, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['But', 'the', 'Russell', '2000', 'index', ',', 'the', 'barometer', 'of', 'smaller', 'company', 'stocks', ',', 'had', 'a', 'weekly', 'gain', 'of', '3.71', ',', 'or', '0.9', 'percent', ',', 'closing', 'at', '418.40', '.']	['But', 'the', 'Russell', '2000', ',', 'the', 'barometer', 'of', 'stocks', 'of', 'smaller', 'companies', ',', 'had', 'a', 'weekly', 'gain', 'of', '3.71', ',', 'or', '0.9', 'percent', ',', 'closing', 'at', '418.40', '.\n']	67a029faef9d4eaf9ba1d462582c5b16
"And when asked if he felt regret or guilt about the attack his answer was an adamant ""no""."	"Asked if he felt any regret about theOctober 12 attack, the answer was an adamant ""no""."	[2, 4, 5, 6, 7, 0, 0]	[7, 4, 4, 4, 4, 4, 4, 7, 7, 5, 5, 5, 2, 5, 5, 0, 0, 0, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 5, 7, 7, 5, 5, 2, 7, 7, 7, 7, 7, 7, 7, 7]	"['And', 'when', 'asked', 'if', 'he', 'felt', 'regret', 'or', 'guilt', 'about', 'the', 'attack', 'his', 'answer', 'was', 'an', 'adamant', '``', 'no', ""''"", '.']"	"['Asked', 'if', 'he', 'felt', 'any', 'regret', 'about', 'theOctober', '12', 'attack', ',', 'the', 'answer', 'was', 'an', 'adamant', '``', 'no', ""''"", '.\n']"	905c8b9029c74bdaab608b8893f74a5b
A member of the chart-topping collective So Solid Crew dumped a loaded pistol in an alleyway as he fled from police, a court heard yesterday.	A member of the rap group So Solid Crew threw away a loaded gun during a police chase, Southwark Crown Court was told yesterday.	[2, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 2, 6, 6, 6, 2, 6, 6, 2, 7, 7, 7, 0, 0, 0, 0, 0, 6, 2, 2, 2, 6, 6]	[7, 7, 7, 7, 6, 2, 7, 7, 7, 2, 2, 7, 7, 2, 6, 6, 6, 6, 7, 2, 2, 2, 2, 2, 7, 7]	['A', 'member', 'of', 'the', 'chart-topping', 'collective', 'So', 'Solid', 'Crew', 'dumped', 'a', 'loaded', 'pistol', 'in', 'an', 'alleyway', 'as', 'he', 'fled', 'from', 'police', ',', 'a', 'court', 'heard', 'yesterday', '.']	['A', 'member', 'of', 'the', 'rap', 'group', 'So', 'Solid', 'Crew', 'threw', 'away', 'a', 'loaded', 'gun', 'during', 'a', 'police', 'chase', ',', 'Southwark', 'Crown', 'Court', 'was', 'told', 'yesterday', '.\n']	6c1f46f75b674bf2965e43e296df5a0e
At 12, Lionel Tate was charged with first-degree murder over the death of Tiffany Eunick.	Tate was 12 when he was charged with beating Tiffany Eunick, 6, to death in July 1999.	[2, 5, 6, 7, 0, 0, 0]	[5, 7, 5, 5, 5, 7, 7, 7, 2, 2, 0, 0, 0, 0, 7, 7, 7]	[5, 5, 5, 5, 5, 5, 5, 0, 2, 0, 0, 7, 7, 7, 2, 2, 0, 0, 0, 0]	['At', '12', ',', 'Lionel', 'Tate', 'was', 'charged', 'with', 'first-degree', 'murder', 'over', 'the', 'death', 'of', 'Tiffany', 'Eunick', '.']	['Tate', 'was', '12', 'when', 'he', 'was', 'charged', 'with', 'beating', 'Tiffany', 'Eunick', ',', '6', ',', 'to', 'death', 'in', 'July', '1999', '.\n']	e1a47419aba141959938706f31e19e7f
That is evident from their failure, three times in a row, to get a big enough turnout to elect a president.	Three times in a row, they failed to get a big _enough turnout to elect a president.	[1, 2, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 0, 1, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 0, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0]	['That', 'is', 'evident', 'from', 'their', 'failure', ',', 'three', 'times', 'in', 'a', 'row', ',', 'to', 'get', 'a', 'big', 'enough', 'turnout', 'to', 'elect', 'a', 'president', '.']	['Three', 'times', 'in', 'a', 'row', ',', 'they', 'failed', 'to', 'get', 'a', 'big', '_enough', 'turnout', 'to', 'elect', 'a', 'president', '.\n']	e8132de9bd3f4fecbb1498db489ef019
A nationally known computer hacker is being sought on a federal arrest warrant stemming from a sealed complaint in New York, a federal defender in California said Friday.	SACRAMENTO A nationally known itinerant computer hacker faces a federal arrest warrant on a sealed federal complaint in New York, a federal defender in California said Friday.	[2, 4, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 2, 2, 2, 2, 7, 4, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 0, 0, 0, 7, 0, 0, 2, 4, 4, 4, 4, 0, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['A', 'nationally', 'known', 'computer', 'hacker', 'is', 'being', 'sought', 'on', 'a', 'federal', 'arrest', 'warrant', 'stemming', 'from', 'a', 'sealed', 'complaint', 'in', 'New', 'York', ',', 'a', 'federal', 'defender', 'in', 'California', 'said', 'Friday', '.']	['SACRAMENTO', 'A', 'nationally', 'known', 'itinerant', 'computer', 'hacker', 'faces', 'a', 'federal', 'arrest', 'warrant', 'on', 'a', 'sealed', 'federal', 'complaint', 'in', 'New', 'York', ',', 'a', 'federal', 'defender', 'in', 'California', 'said', 'Friday', '.\n']	0b9165ca1140455fb4466e8f5c4585b9
The FTC also asked the judge to suspend his ruling pending its appeal.	The FTC asked the court Wednesday to block the ruling and filed for an appeal.	[2, 4, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 2, 2, 4, 4, 4, 4, 4, 4, 4, 7]	[7, 7, 7, 2, 2, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7]	['The', 'FTC', 'also', 'asked', 'the', 'judge', 'to', 'suspend', 'his', 'ruling', 'pending', 'its', 'appeal', '.']	['The', 'FTC', 'asked', 'the', 'court', 'Wednesday', 'to', 'block', 'the', 'ruling', 'and', 'filed', 'for', 'an', 'appeal', '.\n']	8dd4604285564cc29cf08698b942093a
The study was presented yesterday in Chicago at the annual meeting of the Radiological Society of North America.	Both sets of findings were presented Monday at the annual meeting of the Radiological Society of North America in Chicago.	[2, 6, 7, 0, 0, 0, 0]	[2, 2, 0, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[2, 2, 2, 2, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0]	['The', 'study', 'was', 'presented', 'yesterday', 'in', 'Chicago', 'at', 'the', 'annual', 'meeting', 'of', 'the', 'Radiological', 'Society', 'of', 'North', 'America', '.']	['Both', 'sets', 'of', 'findings', 'were', 'presented', 'Monday', 'at', 'the', 'annual', 'meeting', 'of', 'the', 'Radiological', 'Society', 'of', 'North', 'America', 'in', 'Chicago', '.\n']	5743a0551ff24e99b3bd0113805e9e4a
"The report by the Justice Department's inspector general found ""significant problems"" in the government's handling of foreigners who were jailed under blanket edicts adopted by the department after the attacks."	"The Justice Department's Office of the Inspector General described ""significant problems"" in the Bush administration's actions toward the 762 foreigners held on immigration violations after the attacks."	[2, 3, 4, 6, 0, 0, 0]	[3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 6, 6, 6, 6, 6, 6, 2, 0, 2, 2, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 6, 6, 6, 6, 6, 6, 2, 2, 0, 2, 2, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6]	"['The', 'report', 'by', 'the', 'Justice', 'Department', ""'s"", 'inspector', 'general', 'found', '``', 'significant', 'problems', ""''"", 'in', 'the', 'government', ""'s"", 'handling', 'of', 'foreigners', 'who', 'were', 'jailed', 'under', 'blanket', 'edicts', 'adopted', 'by', 'the', 'department', 'after', 'the', 'attacks', '.']"	"['The', 'Justice', 'Department', ""'s"", 'Office', 'of', 'the', 'Inspector', 'General', 'described', '``', 'significant', 'problems', ""''"", 'in', 'the', 'Bush', 'administration', ""'s"", 'actions', 'toward', 'the', '762', 'foreigners', 'held', 'on', 'immigration', 'violations', 'after', 'the', 'attacks', '.\n']"	602e68dfde904c2dae906c88fa94adc5
Hannum was five and a half months pregnant when her mother died.	In her testimony, Kate Hannum said she was 5 1/2 months pregnant when her mother was killed.	[2, 6, 7, 0, 0, 0, 0]	[2, 7, 2, 2, 2, 2, 7, 7, 7, 7, 7, 2, 7]	[7, 7, 7, 7, 2, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 0]	['Hannum', 'was', 'five', 'and', 'a', 'half', 'months', 'pregnant', 'when', 'her', 'mother', 'died', '.']	['In', 'her', 'testimony', ',', 'Kate', 'Hannum', 'said', 'she', 'was', '5', '1/2', 'months', 'pregnant', 'when', 'her', 'mother', 'was', 'killed', '.\n']	917b735987ff42c7bfc4e311c988a417
"""The Matrix Reloaded,"" which opened in limited previews Wednesday night, took in an estimated $135.8 million for all five days."	Matrix Reloaded opened in limited previews Wednesday night, and its total for all five days was estimated at $135.8 million.	[1, 3, 4, 5, 6, 7, 0]	[6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 4, 4, 4, 6, 6, 6, 6]	"['``', 'The', 'Matrix', 'Reloaded', ',', ""''"", 'which', 'opened', 'in', 'limited', 'previews', 'Wednesday', 'night', ',', 'took', 'in', 'an', 'estimated', '$', '135.8', 'million', 'for', 'all', 'five', 'days', '.']"	['Matrix', 'Reloaded', 'opened', 'in', 'limited', 'previews', 'Wednesday', 'night', ',', 'and', 'its', 'total', 'for', 'all', 'five', 'days', 'was', 'estimated', 'at', '$', '135.8', 'million', '.\n']	d802900124fa46d9b2368d8a639e228d
